id;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16;w17;w18;w19;w20;w21;w22;w23;w24;w25;w26;w27;w28;w29;w30;państwo_oś;macierz_gospodarcze;macierz_społeczne;wykszt_ojca;wykszt_matki;rok_studiów;kierunek_studiów;praca;miejsc_pochodzenia;rok_urodzenia;płeć
s102;1;1;2;1;1;2;2;1;3;1;2;2;1;1;1;1;1;2;1;1;1;3;2;1;1;2;1;2;2;2;1;1;2;2;1;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;1;2;5;4;1;5;5;2;Psychologia;1;4;1994;1
s103;2;2;2;2;1;1;2;2;3;2;3;1;1;1;2;2;1;1;1;1;1;2;3;1;1;2;2;2;1;2;1;1;1;2;2;2;2;2;;1;2;1;1;1;2;2;2;2;1;2;1;2;1;2;3;3;4;5;2;Psychologia;3;4;1994;1
s104;2;1;3;2;1;2;3;3;2;2;3;2;2;1;2;1;3;3;1;1;3;3;2;1;2;1;2;1;2;2;2;1;2;2;2;1;2;1;2;1;1;2;1;1;2;2;2;2;1;2;1;1;2;5;3;2;5;5;2;Psychologia;1;4;1994;2
s105;2;2;2;1;1;2;2;2;1;1;2;1;1;1;1;1;2;2;1;1;1;3;2;1;1;2;1;1;1;1;2;1;2;1;1;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;1;1;3;3;2;3;4;3/2;SFK/Psychologia;1;4;1992;1
s106;2;1;2;1;2;1;2;2;2;2;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;1;1;2;1;1;1;2;;2;;;;1;2;2;2;1;1;2;2;1;1;2;2;1;1;2;7;3;2;4;5;2;Psychologia;2;3;1993;1
s107;2;1;2;1;3;1;2;1;1;1;2;1;1;1;2;1;3;1;3;1;1;1;3;1;1;1;2;2;1;2;1;1;2;2;2;1;2;1;1;2;1;2;1;1;1;2;1;1;1;1;1;1;2;5;3;2;6;5;3/2;Psychologia;3;4;1989;1
s108;2;1;2;1;1;2;1;2;1;1;2;1;1;1;1;1;3;2;3;1;1;3;3;1;2;2;1;1;1;2;1;1;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;1;2;7;3;3;3;5;2;Psychologia;1;1;1992;1
s109;2;2;3;2;1;2;2;3;2;1;1;1;1;2;3;1;3;3;1;1;1;3;2;2;1;1;1;2;2;2;1;1;2;2;1;1;1;2;1;1;2;1;1;1;2;2;1;1;1;2;1;2;1;3;3;2;5;5;2;Psychologia;3;2;1994;1
s110;2;1;2;2;1;1;3;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;2;1;1;2;2;1;1;2;1;1;1;2;2;1;1;2;2;1;1;1;2;1;1;2;7;2;2;4;4;2;Psychologia;3;2;1993;2
s111;2;2;2;1;1;2;2;1;2;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;2;1;2;1;1;1;2;;1;1;1;2;2;1;1;1;2;1;2;2;6;3;1;3;5;2;Psychologia;2;3;1994;1
s112;1;1;2;1;1;1;2;2;2;1;2;1;1;1;2;1;1;1;1;1;1;2;2;1;2;1;1;1;2;2;2;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;3;3;4;5;4;2;Psychologia;3;4;1967;1
s113;2;1;2;2;1;1;2;2;2;1;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;1;1;2;2;1;2;2;2;1;1;2;1;2;1;1;2;1;1;2;2;4;1;4;5;3;Psychologia;3;4;1991;2
s114;2;3;2;1;2;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;1;2;6;3;2;5;5;2;Psychologia;1;3;1994;1
s115;2;2;1;1;2;2;2;1;1;1;2;1;1;1;2;1;2;1;1;1;1;2;1;2;2;2;2;1;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;1;2;1;2;1;2;1;1;2;1;4;1;6;5;2;Psychologia;1;1;1994;1
s116;2;2;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;2;2;1;1;2;1;1;2;2;1;2;1;1;1;2;1;2;3;1;4;4;2;Psychologia;3;4;1994;1
s117;2;1;2;1;1;2;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;2;2;1;2;1;2;2;1;2;2;2;1;1;2;2;1;2;2;1;1;1;2;6;3;1;5;5;2;Psychologia;3;3;1993;1
s118;2;1;3;1;2;2;2;2;2;2;1;1;1;1;2;3;2;2;2;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;2;1;1;1;1;2;1;1;2;1;2;1;2;1;1;2;1;1;1;;;;3;3;2;Psychologia;3;2;1994;1
s119;3;2;3;2;2;3;3;2;1;3;3;1;1;3;2;3;3;3;3;1;3;3;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;2;1;1;1;2;2;1;2;2;2;1;2;1;1;1;1;6;3;3;4;4;2;Psychologia;2;2;1994;2
s120;2;1;2;1;1;1;2;2;3;1;2;1;1;1;2;1;3;3;1;1;1;3;1;1;2;2;1;1;2;2;2;2;1;2;2;1;2;1;2;2;2;2;1;1;2;1;1;1;2;2;1;2;1;4;3;2;3;5;2;Psychologia;1;1;1993;1
s121;1;2;2;2;1;1;2;1;1;2;1;1;2;1;2;2;1;2;1;1;1;2;1;1;2;1;1;1;2;1;1;1;2;2;1;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;3;3;2;3;4;2;Psychologia;1;4;1994;1
s122;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;2;1;2;2;1;2;1;2;1;2;1;1;2;1;2;2;1;2;1;5;3;2;5;4;2;Psychologia;1;2;1993;1
s123;3;1;3;1;1;1;2;2;3;1;2;1;1;1;2;1;1;1;2;1;1;1;3;1;1;1;2;1;2;2;2;2;1;2;1;1;2;2;1;2;2;2;1;1;2;2;2;2;1;2;1;1;2;9;3;3;6;5;2;Psychologia;2;3;1992;1
s124;2;2;3;3;3;1;3;3;3;1;3;1;1;1;3;3;3;3;3;1;3;3;1;1;1;2;1;2;2;1;2;1;2;1;2;1;2;2;1;;;;;;;;;;;;;;;5;3;3;5;5;2;Psychologia;3;4;1993;1
s125;2;2;3;3;3;3;2;2;1;2;1;1;1;1;2;1;1;1;3;1;1;3;1;1;2;1;1;1;2;1;1;1;2;1;2;2;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1;1;2;7;3;2;6;6;2;Psychologia;1;4;1994;1
s126;2;3;2;2;2;1;2;3;2;2;2;1;1;1;2;3;1;3;3;2;3;3;1;1;1;2;2;1;2;2;1;1;2;2;1;2;1;1;1;1;2;1;1;1;2;;2;;1;2;;1;;7;;;5;5;;;;;;
s127;2;3;2;3;3;1;2;1;1;1;2;3;1;1;3;1;2;1;3;1;1;3;1;1;1;1;2;1;1;2;1;1;2;1;1;2;2;2;1;2;2;1;2;1;2;1;1;2;1;2;2;2;2;5;4;3;3;4;2;Psychologia;2;4;1993;1
s128;1;2;2;2;2;2;3;1;1;1;2;1;1;1;2;2;1;1;3;1;1;2;1;1;1;2;1;2;1;1;1;1;2;2;1;1;1;1;1;1;2;2;1;2;2;2;1;1;2;1;2;2;1;3;2;1;3;4;;;;;;
s129;2;2;3;3;3;2;2;1;3;3;3;1;1;1;2;3;3;2;1;1;1;2;1;1;2;1;2;1;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;1;1;2;1;2;2;2;2;2;2;2;4;2;4;5;;;;;;
s130;2;1;1;2;1;2;2;2;2;2;1;1;2;1;1;1;1;2;1;1;1;3;2;1;2;2;1;1;1;2;1;1;2;1;1;2;2;2;1;1;1;2;2;1;2;2;1;1;1;2;1;1;2;4;3;1;5;5;2;Psychologia;1;4;1993;1
s131;2;2;2;1;1;1;2;2;2;1;2;1;1;2;1;3;1;2;1;1;1;3;1;1;1;1;2;2;2;1;2;1;2;1;2;1;2;1;1;2;2;1;2;1;1;2;1;1;1;2;2;1;2;3;3;1;3;5;3;Inżynieria Biomedyczna;2;3;1993;1
s132;2;2;2;1;2;1;2;2;2;1;2;1;1;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;2;7;;4;3;5;3;Inżynieria Biomedyczna;3;3;1990;1
s133;3;;1;2;1;2;1;2;2;1;1;1;2;2;2;1;1;3;1;1;1;2;3;1;2;1;1;2;1;1;2;1;2;1;1;1;2;2;1;2;1;1;1;1;2;2;1;2;1;2;1;2;2;2;3;2;5;6;3;Inżynieria Biomedyczna;2;4;1993;2
s134;2;2;2;1;3;1;2;3;2;2;3;1;1;1;1;1;3;1;3;1;1;2;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;5;3;4;4;4;3;Inżynieria Biomedyczna;2;2;1993;1
s135;2;2;2;1;1;1;2;2;2;1;2;1;1;1;2;1;1;1;2;2;2;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;2;1;1;2;;3;3;3;3;3;Inżynieria Biomedyczna;1;1;1993;1
s136;2;2;2;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;1;2;1;1;1;2;2;1;1;1;2;1;1;1;2;1;1;1;2;2;1;2;6;3;3;4;3;3;Inżynieria Biomedyczna;1;1;1994;1
s137;2;2;2;1;2;1;2;1;2;1;2;1;1;1;1;2;3;1;3;1;1;3;1;1;2;1;2;1;2;2;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;1;1;2;2;2;1;1;2;6;2;2;6;5;3;Inżynieria Biomedyczna;2;4;1993;1
s138;2;3;2;1;3;1;2;2;2;1;2;1;1;1;1;1;3;1;3;1;1;1;1;1;2;2;1;1;2;1;1;1;2;1;1;2;2;1;1;2;2;1;2;1;2;1;1;2;2;2;1;1;2;7;2;3;4;4;3;Inżynieria Biomedyczna;2;3;1993;1
s139;2;2;2;2;2;1;1;1;2;1;2;3;1;1;2;1;3;1;3;1;1;3;1;1;1;2;1;1;1;2;1;1;2;1;1;1;2;1;1;2;2;2;1;1;1;1;2;2;1;1;2;1;2;3;;;3;4;3;Inżynieria Biomedyczna;2;1;1993;2
s140;2;2;3;2;2;2;1;1;2;2;1;3;3;1;;;;;;;;;;1;1;2;1;1;2;2;1;1;1;;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;2;1;2;2;2;3;4;4;5;3;Inżynieria Biomedyczna;3;3;1993;1
s141;2;2;2;2;1;1;2;1;2;1;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;2;2;2;1;1;2;2;2;2;1;2;1;1;2;1;1;1;2;1;1;1;2;5;3;3;5;5;3;Inżynieria Biomedyczna;2;2;1993;1
s142;2;1;2;2;2;3;3;2;2;1;2;1;1;1;2;1;1;3;3;1;1;3;2;1;1;2;2;2;1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;1;1;2;5;3;4;5;5;3;Inżynieria Biomedyczna;2;1;1993;1
s143;2;1;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;2;3;1;2;2;2;1;1;2;2;1;2;1;1;1;2;2;1;1;2;1;1;1;2;1;1;1;1;2;1;1;2;3;3;2;3;3;3;Inżynieria Biomedyczna;3;1;1993;2
s144;2;2;2;2;1;1;3;2;1;1;2;2;1;1;1;3;3;1;1;1;1;2;3;1;2;2;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;1;2;2;1;1;2;1;1;1;2;3;4;2;5;5;3;Inżynieria Biomedyczna;3;4;1993;2
s145;2;2;2;2;1;1;2;1;2;1;2;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;1;2;1;1;2;6;3;2;5;5;3;Inżynieria Biomedyczna;1;1;1993;2
s146;2;1;;1;3;1;3;2;1;3;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;1;2;1;1;2;1;1;1;1;2;1;2;1;1;2;5;;;5;5;3;Inżynieria Biomedyczna;;4;1994;1
s147;2;1;2;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;1;1;1;2;1;1;1;1;2;2;1;1;2;1;2;1;2;1;1;1;1;2;2;4;4;3;5;4;3;Inżynieria Biomedyczna;1;3;1993;2
s148;2;1;2;1;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;1;1;2;1;1;2;1;2;2;1;2;1;1;1;2;1;1;2;1;1;2;2;1;1;2;1;2;1;1;1;2;1;1;2;5;3;3;5;5;3;Inżynieria Biomedyczna;2;2;1993;1
s149;2;2;2;2;1;1;3;1;2;2;1;1;2;2;3;1;1;1;1;1;1;2;2;1;2;1;2;1;2;2;2;1;2;1;1;1;2;2;1;2;1;2;1;1;2;1;2;1;2;2;2;2;2;3;3;3;3;6;4;Europeistyka;3;4;1991;2
s150;2;1;2;1;1;1;2;2;;2;2;1;3;3;2;2;3;3;2;1;1;3;2;1;2;2;2;2;1;2;2;1;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;7;2;2;;;4;;2;1;1992;1
s151;2;1;2;1;1;3;3;2;2;2;2;1;3;1;1;1;1;3;2;2;2;2;2;1;1;1;2;2;1;2;2;1;2;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;2;7;2;2;5;4;4;Europeistyka;3;2;1971;1
s152;2;2;2;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;1;1;2;2;2;1;2;1;2;1;1;2;2;2;1;1;3;3;4;4;5;4;Europeistyka;3;4;1991;2
s153;2;2;2;1;2;2;2;1;3;1;2;3;1;1;1;1;2;1;3;1;1;3;1;1;1;2;1;1;1;2;2;2;2;1;1;1;2;1;1;2;1;1;2;1;2;1;1;2;2;1;1;1;1;5;4;3;3;3;4;Europeistyka;2;2;1994;2
s154;1;2;2;1;1;1;2;3;2;1;2;1;2;1;2;1;1;1;2;1;2;2;2;1;1;1;2;2;2;2;2;1;2;1;1;1;2;2;1;2;2;1;1;1;2;1;2;1;1;2;1;1;2;3;2;4;4;4;4;Europeistyka;3;2;1987;1
s155;2;1;2;1;;1;2;1;2;1;2;1;1;1;1;1;1;1;1;3;2;2;1;2;1;2;2;1;2;1;1;1;1;2;1;2;1;2;1;1;1;1;2;1;1;2;1;2;1;2;1;2;1;5;3;1;3;3;4;Europeistyka;2;4;1992;1
s156;2;1;3;1;2;1;2;1;2;3;2;1;3;1;3;1;3;1;1;2;2;3;2;1;1;2;1;2;1;1;1;2;1;2;2;1;2;1;2;2;2;1;2;1;1;1;;2;1;2;1;2;1;5;4;2;3;3;4;Europeistyka;1;3;1992;1
s157;2;2;2;1;2;2;2;1;1;1;2;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;1;2;2;1;1;2;1;1;1;1;2;1;2;1;2;1;1;2;1;1;2;6;2;3;5;4;1;Europeistyka;3;4;;1
s158;2;2;2;1;2;1;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;1;2;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;5;3;2;3;5;4;Europeistyka;3;4;1992;1
s159;2;1;2;3;1;2;2;1;3;1;2;1;3;1;1;1;1;2;3;3;2;3;1;1;2;1;1;2;2;1;1;2;2;1;1;2;2;2;1;2;2;2;1;2;1;1;1;2;2;2;1;2;2;2;4;2;3;5;4;Europeistyka;1;4;1993;1
s160;2;3;2;2;2;1;2;2;2;2;1;2;2;1;1;1;1;3;1;1;1;2;2;1;2;1;1;2;2;2;2;2;1;2;1;1;2;2;1;2;1;2;1;1;2;2;2;1;1;2;1;1;2;3;3;3;3;4;4;Europeistyka;2;1;1990;1
s161;2;2;2;1;1;1;2;2;1;2;1;1;1;1;2;1;2;1;2;1;1;2;1;1;;2;1;1;2;2;1;2;2;1;1;2;2;2;1;1;1;2;2;1;2;1;1;2;1;2;1;1;1;3;3;3;4;5;4;Europeistyka;2;1;1991;1
s162;2;1;2;2;1;2;2;2;2;1;2;2;1;1;2;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;5;3;3;4;4;4;Europeistyka;3;2;1991;1
s163;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1;2;1;5;2;2;5;5;1;;1;1;1992;1
